Country,Year,VALUE
Mexico,2022,70.5122477106583
Malta,2022,58.6907791106264
Myanmar,2022,1.87883251022022
Montenegro,2022,5.36893097263065
Netherlands (Kingdom of the),2022,149.823331343694
Norway,2022,73.6328781613185
Oman,2022,2.43117347881475
Pakistan,2022,43.6908939604995
Panama,2022,20.4963991553302
Peru,2022,88.8113846337126
Poland,2022,23.7666389593281
Puerto Rico,2022,75.5638322310137
Portugal,2022,77.7185720844316
State of Palestine,2022,4.91963651237355
Romania,2022,27.3337621135744
Singapore,2022,1.78764716340661
El Salvador,2022,12.8655885154878
Serbia,2022,8.52572224389647
Suriname,2022,4.17225642046075
Slovakia,2022,14.2512698018425
Slovenia,2022,14.2774206846732
Sweden,2022,161.823715417583
Thailand,2022,2.03665337619069
Uruguay,2022,434.750169054765
United States of America,2022,288.499203222187
Holy See,2022,0.0
Saint Vincent and the Grenadines,2022,17.6391039335202
Armenia,2013,31.6850058750707
Australia,2013,43.4665279008522
Austria,2013,409.377854958373
Bermuda,2013,235.94736800711
Canada,2013,258.912192799609
Switzerland,2013,119.660836548142
Chile,2013,229.496155836207
Colombia,2013,749.226713982052
Cyprus,2013,17.484658690171
Czechia,2013,104.06080202832
Germany,2013,1157.29602340004
Denmark,2013,244.669394020746
Finland,2013,584.145806264436
United Kingdom (Scotland),2013,151.810349681851
Greece,2013,26.076949522092
Guatemala,2013,0.168970102852427
Hungary,2013,372.491751603607
Ireland,2013,104.309773213817
Italy,2013,231.830225305415
Sri Lanka,2013,42.3665588002562
Lithuania,2013,167.626629682218
"China, Macao Special Administrative Region",2013,140.794965452623
Mexico,2013,57.9245651134768
Myanmar,2013,3.9253793932404
Netherlands (Kingdom of the),2013,159.332230922936
Norway,2013,285.386706565951
Poland,2013,270.729212305125
Portugal,2013,123.653013313113
Russian Federation,2013,104.592471869616
Singapore,2013,68.6090294496135
Serbia,2013,35.4031947672539
Slovakia,2013,99.0126185177994
Slovenia,2013,399.379218908002
Sweden,2013,1407.44035281055
Türkiye,2013,111.903937423634
United States of America,2013,44.8282339676062
Kosovo under UNSCR 1244,2013,36.595425736875
Armenia,2014,34.491938535913
Australia,2014,50.5221301742246
Austria,2014,347.000857236365
Bermuda,2014,215.649545876686
Canada,2014,264.040815660467
Switzerland,2014,121.766950413086
Chile,2014,252.852143631437
Colombia,2014,746.300444760215
Cyprus,2014,12.3980644042002
Czechia,2014,102.24179371261
Germany,2014,1190.60293884886
Denmark,2014,323.169130552958
Finland,2014,599.924858340395
United Kingdom (Scotland),2014,129.272944872466
Greece,2014,26.4110532047775
Guatemala,2014,0.172174936111939
Hungary,2014,334.700687692249
Ireland,2014,111.157897990839
Italy,2014,219.670023845953
Sri Lanka,2014,35.0760665203354
Lithuania,2014,173.532508195917
"China, Macao Special Administrative Region",2014,189.086094798658
Monaco,2014,1364.59255978742
Mexico,2014,52.7999250252085
Myanmar,2014,4.18100178243071
Netherlands (Kingdom of the),2014,145.642226110569
Norway,2014,277.669908582073
Poland,2014,298.810041407692
Portugal,2014,127.058887066204
Russian Federation,2014,103.954691577759
Singapore,2014,100.130086663369
Serbia,2014,32.6267321276801
Slovakia,2014,91.4642506907139
Slovenia,2014,324.669567462697
Sweden,2014,1487.18598441375
Türkiye,2014,109.814484194083
United States of America,2014,43.7305093034925
Kosovo under UNSCR 1244,2014,36.1529601894548
Albania,2015,25.3912880282837
Armenia,2015,32.4868995465014
Antigua and Barbuda,2015,5.5922781822859
Australia,2015,51.9751084036155
Austria,2015,336.61349379691
Belgium,2015,474.380604850348
Bermuda,2015,242.659166292436
Bolivia (Plurinational State of),2015,0.0453938621143281
Canada,2015,302.706444766474
Switzerland,2015,149.011327226895
Chile,2015,340.687477142076
Colombia,2015,765.713126675134
Cyprus,2015,17.3021517398708
Czechia,2015,101.145749980533
Germany,2015,1177.33289323735
Dominica,2015,143.445533304928
Denmark,2015,552.087451468682
Ecuador,2015,150.36678762282
Estonia,2015,118.4412312411
Finland,2015,709.854112004862
United Kingdom (England and Wales),2015,1069.61662344881
United Kingdom (Scotland),2015,137.725665363856
Greece,2015,29.2766707767675
Guatemala,2015,0.882809096039174
Hungary,2015,320.869224168483
Indonesia,2015,8.26816733916605
Ireland,2015,118.639349773854
Italy,2015,288.870139777727
Japan,2015,30.9815200834707
Kyrgyzstan,2015,55.3493054345287
Lebanon,2015,2.98186055429543
Liechtenstein,2015,387.700534759358
Sri Lanka,2015,25.4579257041363
Lithuania,2015,142.681924616039
Luxembourg,2015,222.637374985953
"China, Macao Special Administrative Region",2015,178.083799035326
Monaco,2015,1572.48959381886
Mexico,2015,48.1497395448964
Malta,2015,105.622605934417
Myanmar,2015,4.51955898851957
Mongolia,2015,69.443382897274
Netherlands (Kingdom of the),2015,285.665301158859
Norway,2015,337.625687144963
New Zealand,2015,58.6472256676323
Poland,2015,330.084052516791
Portugal,2015,174.431381564236
Russian Federation,2015,133.050149735614
Singapore,2015,149.167304561104
Serbia,2015,34.1495555472268
Slovakia,2015,49.8129431737634
Slovenia,2015,245.29757318999
Sweden,2015,1928.74490349311
Uruguay,2015,1.24702458449586
United States of America,2015,40.8123845895484
Kosovo under UNSCR 1244,2015,31.478004744185
Albania,2016,31.5059372127736
United Arab Emirates,2016,45.1672833844524
Armenia,2016,34.6718720155681
Antigua and Barbuda,2016,4.44597583612133
Australia,2016,45.8816973951008
Austria,2016,372.434363779325
Azerbaijan,2016,44.3130354702897
Belgium,2016,490.589158338738
Bulgaria,2016,50.5792126591421
Bosnia and Herzegovina,2016,6.39216263274175
Bermuda,2016,137.119080829334
Bolivia (Plurinational State of),2016,0.0983898105007777
Barbados,2016,44.7071236330797
Canada,2016,348.795982806863
Switzerland,2016,196.109780879798
Chile,2016,454.825601145746
Colombia,2016,822.298606216953
Cyprus,2016,18.7533470076489
Czechia,2016,93.3920296606098
Germany,2016,1086.32417413934
Dominica,2016,63.2124873395444
Denmark,2016,685.765042113571
Ecuador,2016,147.457108584699
Spain,2016,391.598863247377
Estonia,2016,128.054206827683
Finland,2016,814.998683460866
France,2016,303.778694609083
United Kingdom (England and Wales),2016,1117.41761053046
United Kingdom (Scotland),2016,144.522360168002
Greece,2016,35.1723687356062
Grenada,2016,57.3265004777208
Guatemala,2016,1.45677974227907
Guyana,2016,0.0
Croatia,2016,92.0114102851882
Hungary,2016,458.690721359453
Indonesia,2016,10.3621159920776
Ireland,2016,103.123948801547
Italy,2016,301.105652156857
Japan,2016,32.2349919747924
Kyrgyzstan,2016,67.0381568255771
Liechtenstein,2016,465.239930878639
Sri Lanka,2016,24.9740167764509
Lithuania,2016,100.031037504843
Luxembourg,2016,169.492687307414
Latvia,2016,91.1288186980417
"China, Macao Special Administrative Region",2016,117.134877737515
Monaco,2016,1550.59555746325
Mexico,2016,48.5205273867302
Malta,2016,109.825180278033
Myanmar,2016,5.47036008601573
Montenegro,2016,7.84943816444893
Mongolia,2016,71.1980878791586
Netherlands (Kingdom of the),2016,366.173345842323
Norway,2016,407.96541929185
New Zealand,2016,63.9479762533485
Poland,2016,283.945972723446
Puerto Rico,2016,10.3567095295393
Portugal,2016,188.297888380584
Russian Federation,2016,138.433139985212
Senegal,2016,0.0798163133968922
Singapore,2016,148.227043744458
Serbia,2016,31.5039833243593
Slovakia,2016,42.5997727397937
Slovenia,2016,212.625274513637
Sweden,2016,2191.41251682911
Uruguay,2016,1.68674834276975
United States of America,2016,39.0364614721753
Kosovo under UNSCR 1244,2016,30.5375835065263
Albania,2017,35.1247350765162
Armenia,2017,39.4516089137994
Antigua and Barbuda,2017,21.0019012247425
Australia,2017,44.931392589923
Austria,2017,398.350793618773
Azerbaijan,2017,38.6818109567935
Belgium,2017,509.775323085878
Bulgaria,2017,47.6282307080403
Bahamas,2017,59.1572019411757
Bolivia (Plurinational State of),2017,0.0088147762093597
Barbados,2017,41.760210728448
Botswana,2017,5.11746568981893
Canada,2017,355.36632146874
Switzerland,2017,168.294606765285
Chile,2017,189.693686858856
Costa Rica,2017,202.211318664074
Cyprus,2017,19.6129159821746
Czechia,2017,83.0254858928534
Germany,2017,1095.43695047099
Dominica,2017,67.1567160365858
Denmark,2017,762.128701193096
Ecuador,2017,136.555227612582
Spain,2017,457.865224487045
Estonia,2017,118.488763492709
Finland,2017,641.20299266792
France,2017,266.385228923815
United Kingdom (England and Wales),2017,1086.66678185457
United Kingdom (Scotland),2017,159.047338150715
Greece,2017,30.2505218401003
Guatemala,2017,1.57538706988689
Croatia,2017,64.6940576583644
Hungary,2017,259.452545828927
Indonesia,2017,7.35786268927289
Ireland,2017,81.9914015051784
Iceland,2017,134.776577984843
Italy,2017,321.35614851374
Kyrgyzstan,2017,104.032869306437
Saint Kitts and Nevis,2017,38.256766665604
Liechtenstein,2017,343.456493309203
Sri Lanka,2017,28.0339279345143
Lithuania,2017,105.997481720383
Luxembourg,2017,98.5757646118034
Latvia,2017,77.3707733062081
"China, Macao Special Administrative Region",2017,140.746062396905
Mexico,2017,49.867075629199
Malta,2017,168.197434294538
Mongolia,2017,96.5093010999999
Norway,2017,376.64854805538
New Zealand,2017,66.7809256305878
Oman,2017,11.6366290669109
Peru,2017,27.6076627417528
Poland,2017,337.310521458284
Puerto Rico,2017,10.4689573911951
Portugal,2017,221.985735144195
State of Palestine,2017,11.9129385582287
Romania,2017,51.809599189696
Russian Federation,2017,147.29031723309
Singapore,2017,149.248444681851
El Salvador,2017,42.2464930783748
Serbia,2017,28.8965592948844
Slovakia,2017,52.6703044069481
Slovenia,2017,194.044831047173
Sweden,2017,2521.06275275316
Trinidad and Tobago,2017,39.3008734411547
Ukraine,2017,79.4699511840177
Uruguay,2017,111.083648436779
United States of America,2017,37.3865918036589
Saint Vincent and the Grenadines,2017,22.7137219272593
Kosovo under UNSCR 1244,2017,30.2581443896027
Albania,2018,32.5129542182362
Armenia,2018,51.7532086731642
Antigua and Barbuda,2018,12.0977498185338
Australia,2018,48.352477699231
Austria,2018,428.18928434233
Azerbaijan,2018,27.709758112836
Belgium,2018,577.944552287878
Bulgaria,2018,40.570864809266
Bahamas,2018,71.2980704959672
Bosnia and Herzegovina,2018,8.06023029229407
Bolivia (Plurinational State of),2018,0.0173786587290222
Barbados,2018,53.4358351397614
Botswana,2018,6.6981537887411
Canada,2018,401.316476563014
Switzerland,2018,205.722067725184
Chile,2018,236.979555227066
Colombia,2018,148.550319227856
Costa Rica,2018,238.774396317089
Cyprus,2018,17.8636421762953
Czechia,2018,80.0933781290001
Germany,2018,1008.51394055517
Dominica,2018,82.1421499240919
Denmark,2018,748.175924210338
Dominican Republic,2018,2.1424490242049
Ecuador,2018,139.728056696405
Spain,2018,614.068118790335
Estonia,2018,109.912179941292
Finland,2018,647.220910571054
France,2018,275.354486793005
United Kingdom (England and Wales),2018,1172.98234047681
United Kingdom (Scotland),2018,177.911402879682
Greece,2018,29.6714792271456
Guatemala,2018,0.80139216659934
Guyana,2018,17.6866941105204
Croatia,2018,76.7230130280049
Hungary,2018,215.61440103675
Indonesia,2018,9.46205789335099
Ireland,2018,93.4212037194856
Iceland,2018,152.187590334813
Italy,2018,363.095691504185
Kyrgyzstan,2018,164.876093786366
Saint Kitts and Nevis,2018,2.12727485454758
Saint Lucia,2018,31.6353796528017
Liechtenstein,2018,411.765477267661
Sri Lanka,2018,27.3669514537244
Lithuania,2018,99.3049722424226
Luxembourg,2018,106.23235284928
Latvia,2018,91.2020618513915
"China, Macao Special Administrative Region",2018,181.39811649554
Mexico,2018,60.271143403603
Malta,2018,212.977819969766
Myanmar,2018,8.21851037146452
Montenegro,2018,0.974350230190242
Mongolia,2018,169.586445206721
Norway,2018,424.191450938273
New Zealand,2018,62.1321171626047
Oman,2018,15.8551418562152
Peru,2018,32.312792597596
Poland,2018,307.078223660083
Portugal,2018,231.633727195574
Paraguay,2018,15.7918119532814
State of Palestine,2018,14.0395219759236
Romania,2018,53.5619377450776
Russian Federation,2018,141.953010625124
Singapore,2018,163.159338413996
El Salvador,2018,52.0916443153586
Serbia,2018,28.0056222070054
Slovakia,2018,48.371996637292
Slovenia,2018,188.791341595149
Sweden,2018,2960.17716052467
Syrian Arab Republic,2018,3.59590138751226
Trinidad and Tobago,2018,37.0617574685392
Ukraine,2018,70.1432573895228
Uruguay,2018,187.625164455563
United States of America,2018,35.8148553737568
Saint Vincent and the Grenadines,2018,0.0
Kosovo under UNSCR 1244,2018,35.5255662452814
Albania,2019,30.2945276263388
Antigua and Barbuda,2019,16.4179349521417
Australia,2019,46.9965640237535
Austria,2019,558.807487009164
Azerbaijan,2019,20.8892262727518
Belgium,2019,707.281366415627
Bulgaria,2019,30.148510444244
Bahamas,2019,149.490276164282
Bolivia (Plurinational State of),2019,0.0171359261503272
Barbados,2019,62.2316261123903
Botswana,2019,5.23137469807035
Canada,2019,441.249474680163
Switzerland,2019,222.686640107332
Chile,2019,686.252509669886
Colombia,2019,145.920537565281
Costa Rica,2019,262.083404047981
Cyprus,2019,17.1761012814848
Czechia,2019,86.9645542936321
Germany,2019,996.857478979884
Dominica,2019,86.9174505196632
Denmark,2019,819.090710766321
Dominican Republic,2019,48.6871564263535
Ecuador,2019,170.391945592455
Spain,2019,690.661279884214
Estonia,2019,136.64234412843
Finland,2019,729.731232384463
France,2019,312.908402304057
United Kingdom (England and Wales),2019,1303.05868925623
United Kingdom (Scotland),2019,218.530924532792
Greece,2019,29.9293502200922
Guatemala,2019,0.660671800905091
Guyana,2019,8.91458711223094
Honduras,2019,4.58584882477819
Croatia,2019,82.7326457425989
Hungary,2019,173.340832896766
Ireland,2019,114.219322585163
Iceland,2019,165.234495750618
Israel,2019,226.012806968869
Italy,2019,463.923780248892
Jordan,2019,25.9654064136615
Japan,2019,25.4200051667954
Kenya,2019,1.38468915608225
Kyrgyzstan,2019,236.971312904843
Saint Kitts and Nevis,2019,0.0
Saint Lucia,2019,23.6404623398992
Liechtenstein,2019,465.660770031217
Lithuania,2019,106.652527425191
Luxembourg,2019,119.968459904896
Latvia,2019,82.5382928051161
"China, Macao Special Administrative Region",2019,227.281534008769
Mexico,2019,65.1065984380579
Malta,2019,163.090222423715
Montenegro,2019,7.35695023350143
Mongolia,2019,145.044411342609
Norway,2019,393.288330442232
New Zealand,2019,58.9649762671983
Panama,2019,62.9560461241592
Peru,2019,35.4861243090491
Poland,2019,366.325074832474
Portugal,2019,299.481408726669
State of Palestine,2019,21.9453592826449
Romania,2019,58.1543756898813
Russian Federation,2019,170.94162097897
Singapore,2019,218.059153594303
El Salvador,2019,58.4348195025407
Serbia,2019,42.505529415269
Slovakia,2019,41.5365172309123
Slovenia,2019,190.934269989601
Sweden,2019,2854.16317050333
Thailand,2019,13.2154640335735
Trinidad and Tobago,2019,36.770301449127
Ukraine,2019,69.9149849620056
Uruguay,2019,234.133613642154
United States of America,2019,33.3639177634017
Saint Vincent and the Grenadines,2019,0.95999692800983
Kosovo under UNSCR 1244,2019,37.4919802489057
Albania,2020,27.7859651975563
Antigua and Barbuda,2020,10.8877904318098
Australia,2020,44.8768404000794
Austria,2020,609.88151529944
Azerbaijan,2020,20.4582128970224
Belgium,2020,829.567698115797
Bulgaria,2020,24.0998538721009
Bahamas,2020,137.926679086804
Bosnia and Herzegovina,2020,16.4577896339869
Belize,2020,0.0
Bolivia (Plurinational State of),2020,0.0084628863714905
Barbados,2020,52.5385341748965
Botswana,2020,7.98852526540184
Canada,2020,441.083601231083
Switzerland,2020,240.250034097821
Chile,2020,433.455318734182
Colombia,2020,155.526375445703
Costa Rica,2020,301.3117958334
Cyprus,2020,18.7368376595079
Czechia,2020,75.3734823823727
Germany,2020,966.263875759842
Dominica,2020,10.3591671229633
Denmark,2020,923.668402631899
Dominican Republic,2020,36.7631696083864
Ecuador,2020,167.923695937628
Spain,2020,756.197282231779
Estonia,2020,138.756284926442
Finland,2020,852.356367860892
France,2020,350.281508184227
United Kingdom (England and Wales),2020,1387.08611580321
United Kingdom (Scotland),2020,274.990852542993
Greece,2020,37.9368166477855
Grenada,2020,73.0610876647098
Guatemala,2020,0.547319343639664
Guyana,2020,6.19209232657343
Honduras,2020,2.35186220301008
Croatia,2020,63.4048211943577
Hungary,2020,158.480629150969
Ireland,2020,118.41191954452
Iceland,2020,183.571822134452
Israel,2020,211.752316037406
Italy,2020,590.338263284076
Jordan,2020,24.7302691084931
Japan,2020,24.1226477498913
Kenya,2020,1.06286545635273
Kyrgyzstan,2020,266.350966992813
Saint Kitts and Nevis,2020,27.7362918711329
Saint Lucia,2020,10.0981483922906
Liechtenstein,2020,453.994376660562
Lithuania,2020,96.1454371425061
Luxembourg,2020,233.905330980008
Latvia,2020,91.0514230138126
"China, Macao Special Administrative Region",2020,147.423420706476
Morocco,2020,6.97568743322255
Mexico,2020,63.8932209072584
Malta,2020,156.694290789483
Myanmar,2020,6.1641162179982
Montenegro,2020,9.54049363830015
Mongolia,2020,129.756254243858
Norway,2020,353.170367708576
New Zealand,2020,58.6994405209575
Oman,2020,19.5688376983819
Panama,2020,80.1255735442127
Peru,2020,40.6290412165971
Poland,2020,362.020792113135
Portugal,2020,356.809529012
State of Palestine,2020,108.566753167648
Romania,2020,57.8678248757288
Russian Federation,2020,224.804318450451
Singapore,2020,294.01347882054
El Salvador,2020,47.9736428860308
Serbia,2020,31.7177132209157
Slovakia,2020,36.3701457931391
Slovenia,2020,161.956260394274
Sweden,2020,2694.24808255494
Thailand,2020,12.6993461825787
Trinidad and Tobago,2020,33.9629992366765
Ukraine,2020,57.4932669281027
Uruguay,2020,319.096855280779
Saint Vincent and the Grenadines,2020,1.93188184610629
Kosovo under UNSCR 1244,2020,26.7212205888147
Albania,2021,32.3199230217338
Antigua and Barbuda,2021,4.33139503405559
Australia,2021,36.1374985588824
Austria,2021,640.198932615179
Belgium,2021,879.590152610741
Bulgaria,2021,23.8322852726001
Bahamas,2021,191.486302043782
Bolivia (Plurinational State of),2021,0.0502623716744059
Barbados,2021,29.4173417001451
Canada,2021,440.37486083718
Switzerland,2021,276.638738829636
Chile,2021,407.826058084735
Colombia,2021,207.544033584242
Costa Rica,2021,347.866472002154
Cyprus,2021,31.1240685078704
Czechia,2021,111.246350841933
Germany,2021,948.207483815221
Dominica,2021,61.0100889854469
Denmark,2021,776.570524758799
Ecuador,2021,219.172061209036
Spain,2021,760.862997117449
Estonia,2021,214.154388644411
Finland,2021,856.765158385331
France,2021,409.346970968833
United Kingdom (England and Wales),2021,1619.46600955684
United Kingdom (Scotland),2021,301.757331338163
Greece,2021,80.7783990280882
Grenada,2021,28.280664167113
Guatemala,2021,0.704599480511304
Guyana,2021,3.80143277227456
Honduras,2021,2.50731872243559
Croatia,2021,75.1157439847526
Hungary,2021,159.2319699641
Ireland,2021,302.520142736529
Iceland,2021,172.014271012375
Israel,2021,202.260457415245
Italy,2021,737.356090431254
Jordan,2021,32.0972865864789
Japan,2021,26.5381728856656
Kenya,2021,0.956422362541555
Saint Kitts and Nevis,2021,21.3844278596326
Saint Lucia,2021,14.5640313238704
Liechtenstein,2021,471.263190246901
Lithuania,2021,117.302367607656
Luxembourg,2021,359.065025286049
Latvia,2021,157.66973361611
"China, Macao Special Administrative Region",2021,188.219503976083
Mexico,2021,81.0987092468381
Malta,2021,453.300252776392
Montenegro,2021,6.62415614460864
Norway,2021,349.994143034404
Panama,2021,117.825611191592
Peru,2021,60.7463858147402
Poland,2021,465.059405483419
Portugal,2021,386.923031284274
Paraguay,2021,112.339849513374
State of Palestine,2021,18.6101747900401
Romania,2021,61.9279940561594
Singapore,2021,457.062288484735
El Salvador,2021,83.0591669482062
Serbia,2021,39.485445685202
Slovakia,2021,35.1108693219744
Slovenia,2021,165.034771804415
Sweden,2021,2479.04896361955
Thailand,2021,15.2619645743968
Uruguay,2021,432.155438176733
United States of America,2021,266.349412601412
Holy See,2021,0.0
Saint Vincent and the Grenadines,2021,2.91712449314962
Albania,2022,34.2692480711612
Antigua and Barbuda,2022,25.85092632486
Australia,2022,32.1247470681875
Austria,2022,776.960944113067
Belgium,2022,975.148215657002
Bulgaria,2022,33.6807179281627
Bahamas,2022,136.590544060512
Bosnia and Herzegovina,2022,18.2226546288975
Bolivia (Plurinational State of),2022,0.0414004822659378
Barbados,2022,42.1510495257121
Canada,2022,460.507991252937
Switzerland,2022,293.010313025822
Chile,2022,375.609179679074
Colombia,2022,256.591180513389
Costa Rica,2022,325.989132318115
Cyprus,2022,35.9028669716157
Czechia,2022,150.844923642019
Germany,2022,953.083553148365
Dominica,2022,40.4031334874638
Denmark,2022,968.726661379438
Algeria,2022,3.02567938733599
Ecuador,2022,188.909305299509
Spain,2022,916.20702414513
Estonia,2022,193.468368625386
Finland,2022,968.093111897925
France,2022,391.531603110281
United Kingdom (Scotland),2022,307.264644100409
Greece,2022,98.7660960693322
Grenada,2022,55.5968968378196
Guatemala,2022,0.28014536406767
Guyana,2022,4.86832993158779
Honduras,2022,4.19538771116466
Croatia,2022,89.2750421228213
Hungary,2022,215.23484569957
Ireland,2022,200.70389218976
Iceland,2022,143.549915802453
Israel,2022,208.99356717251
Italy,2022,688.031017300668
Jordan,2022,36.0688073799978
Japan,2022,30.342987925734
Kenya,2022,0.873693092684709
Saint Kitts and Nevis,2022,38.5360579753583
Saint Lucia,2022,311.554359803335
Liechtenstein,2022,501.055523056184
Lithuania,2022,140.86309530677
Luxembourg,2022,717.726968334449
Latvia,2022,124.078778860676
"China, Macao Special Administrative Region",2022,186.695231746992
Morocco,2022,28.7657895735077
Mexico,2022,87.1178633859023
Malta,2022,295.725796679995
Myanmar,2022,3.81905261730902
Montenegro,2022,6.34510024038168
Norway,2022,422.371970100067
Oman,2022,35.3260076791257
Panama,2022,110.389697446335
Peru,2022,76.7338727576918
Poland,2022,454.707932026527
Portugal,2022,428.796094104174
Paraguay,2022,122.388049104322
State of Palestine,2022,20.3948149670045
Romania,2022,64.0118204564696
Singapore,2022,600.9680374882
El Salvador,2022,101.380200591722
Serbia,2022,49.1811956729088
Slovakia,2022,38.7707622044997
Slovenia,2022,173.078268631088
Sweden,2022,2371.71720793208
Thailand,2022,26.9741566251129
Uruguay,2022,582.262063344002
United States of America,2022,269.535354419008
Holy See,2022,0.0
Saint Vincent and the Grenadines,2022,0.979950218528899
Armenia,2013,1.19759741428453
Austria,2013,90.3977424027489
Canada,2013,19.5900469584532
Colombia,2013,15.8239420793884
Czechia,2013,16.5538302732928
Germany,2013,223.127432428006
Dominican Republic,2013,4.78720834386871
Honduras,2013,13.1956731016666
Italy,2013,47.9590184754662
Lithuania,2013,32.2813936976241
"China, Macao Special Administrative Region",2013,48.7688373809798
Poland,2013,39.943268639849
Russian Federation,2013,0.47578181524213
Singapore,2013,12.4777450040975
Serbia,2013,0.233639095901908
Slovakia,2013,4.43588359982674
Slovenia,2013,5.78669512359092
Sweden,2013,717.182848607694
Türkiye,2013,26.4060204627222
Kosovo under UNSCR 1244,2013,5.5030715393797
Armenia,2014,1.02654578975932
Austria,2014,77.6221532572496
Canada,2014,23.4830165635386
Colombia,2014,16.0397965628084
Czechia,2014,20.1003582170982
Germany,2014,225.2467801349
Dominican Republic,2014,4.02306135095854
Honduras,2014,14.0459317415162
Italy,2014,38.807090607015
Lithuania,2014,42.5137598664652
"China, Macao Special Administrative Region",2014,61.6086409395973
Monaco,2014,16.607617360496
Poland,2014,58.0581063487255
Russian Federation,2014,0.68586898337477
Singapore,2014,38.8061342274501
Serbia,2014,0.0415098373125701
Slovakia,2014,0.941788165803838
Slovenia,2014,7.91876993811457
Sweden,2014,793.405121584137
Türkiye,2014,21.5976815054212
Kosovo under UNSCR 1244,2014,7.07580872209512
Albania,2015,1.75945066500335
Armenia,2015,1.33507806355485
Antigua and Barbuda,2015,0.0
Austria,2015,86.4526459478402
Canada,2015,25.902172818296
Colombia,2015,16.4403018564607
Czechia,2015,22.7185991736454
Germany,2015,222.080214248109
Dominica,2015,0.0
Dominican Republic,2015,3.41165149903271
Ecuador,2015,7.58012384557573
United Kingdom (England and Wales),2015,0.0
Greece,2015,8.31723601612712
Honduras,2015,11.7350244470655
Italy,2015,43.545790169712
Lebanon,2015,1.56045552323232
Lithuania,2015,32.5559818347257
"China, Macao Special Administrative Region",2015,58.0218875918345
Monaco,2015,16.3234213891232
Mexico,2015,3.96457303786714
Poland,2015,83.1174907517876
Russian Federation,2015,4.12848285986773
Singapore,2015,76.1401177248927
Serbia,2015,0.0557316288000437
Slovakia,2015,0.018449238212505
Slovenia,2015,6.11666222480481
Sweden,2015,1051.75972830807
Kosovo under UNSCR 1244,2015,6.57665456262437
Albania,2016,1.75991544123927
United Arab Emirates,2016,11.1284922288244
Armenia,2016,1.6445156687226
Antigua and Barbuda,2016,0.0
Austria,2016,110.690015255927
Azerbaijan,2016,0.0303999785984151
Bulgaria,2016,1.57139301465296
Bosnia and Herzegovina,2016,0.287935253727106
Barbados,2016,0.0
Canada,2016,34.3049606194401
Colombia,2016,18.8816816531187
Czechia,2016,22.588413843289
Germany,2016,221.760237670078
Dominica,2016,0.0
Dominican Republic,2016,3.33604086536331
Ecuador,2016,6.14354129776009
Spain,2016,151.615233772463
United Kingdom (England and Wales),2016,0.0
Greece,2016,8.2687547607982
Guyana,2016,0.0
Honduras,2016,12.228575556873
Croatia,2016,32.9993628584556
Italy,2016,54.6974787529521
Jamaica,2016,0.0355882651254575
Japan,2016,0.593740398657436
Lithuania,2016,16.3813894171693
"China, Macao Special Administrative Region",2016,27.4313172628906
Monaco,2016,13.4134563794399
Mexico,2016,0.278115537054946
Mongolia,2016,0.624833103789383
Poland,2016,84.0858719191893
Puerto Rico,2016,0.143843187910268
Russian Federation,2016,3.1506665408961
Senegal,2016,0.538760115429022
Singapore,2016,77.4480925225032
Serbia,2016,0.154362501812005
Slovakia,2016,0.479063188250275
Slovenia,2016,6.30647631457286
Sweden,2016,1287.96123862271
Uganda,2016,0.273201847298106
Kosovo under UNSCR 1244,2016,10.2737966815637
Albania,2017,2.65678251561075
Armenia,2017,2.29848504106484
Antigua and Barbuda,2017,0.0
Austria,2017,12.0016672770734
Azerbaijan,2017,0.0200631799568431
Bulgaria,2017,1.51223165749564
Bahamas,2017,26.6335454626938
Barbados,2017,4.28309853625108
Canada,2017,40.1755067610545
Chile,2017,4.55307954539791
Costa Rica,2017,52.8578555179266
Czechia,2017,23.6402548954514
Germany,2017,225.139565171629
Dominica,2017,0.0
Ecuador,2017,5.6505199925332
Spain,2017,201.832376223008
Greece,2017,10.1641009441222
Croatia,2017,27.3092763286919
Italy,2017,76.3003102583431
Saint Kitts and Nevis,2017,0.0
Lithuania,2017,16.8592193333186
"China, Macao Special Administrative Region",2017,24.1278964108981
Mexico,2017,0.051053460813825
Mongolia,2017,13.6904048623164
Oman,2017,0.705250246479451
Peru,2017,1.82284637205607
Poland,2017,89.376649042764
Puerto Rico,2017,1.63114067001624
Russian Federation,2017,1.65199595074245
Singapore,2017,78.8532851565159
El Salvador,2017,0.0160939021250952
Serbia,2017,0.0706862996450205
Slovakia,2017,0.47831921571102
Slovenia,2017,8.58219267749866
Sweden,2017,1333.5538573483
Saint Vincent and the Grenadines,2017,0.0
Albania,2018,2.0730895357005
Armenia,2018,1.75259870008723
Antigua and Barbuda,2018,0.0
Austria,2018,16.0603498181703
Azerbaijan,2018,0.0099603731534277
Bulgaria,2018,1.72248233049866
Bahamas,2018,37.1768510443258
Bosnia and Herzegovina,2018,1.47623265426631
Barbados,2018,4.27486681118091
Canada,2018,49.0521451867348
Chile,2018,5.44111367952613
Colombia,2018,45.0632144066925
Costa Rica,2018,57.8681992763752
Czechia,2018,26.0026199796245
Germany,2018,246.777843462721
Dominica,2018,0.0
Ecuador,2018,8.52222081097582
Spain,2018,289.521836035263
Greece,2018,13.4938134173702
Guyana,2018,0.0
Croatia,2018,32.5476512521653
Italy,2018,99.7237800105457
