Iso3_code,Country,Region,Category,Sex,Year,VALUE
HRV,Croatia,Europe,Smuggling of migrants,Total,2016,90
HRV,Croatia,Europe,Smuggling of migrants,Total,2017,1
HRV,Croatia,Europe,Smuggling of migrants,Total,2018,88
HRV,Croatia,Europe,Smuggling of migrants,Total,2019,0
HRV,Croatia,Europe,Smuggling of migrants,Total,2020,1
HRV,Croatia,Europe,Smuggling of migrants,Total,2021,0
HRV,Croatia,Europe,Smuggling of migrants,Total,2022,1923
HRV,Croatia,Europe,Smuggling of migrants,Total,2023,13
HRV,Croatia,Europe,Burglary,Total,2003,0
HRV,Croatia,Europe,Burglary,Total,2004,154
HRV,Croatia,Europe,Burglary,Total,2005,3
HRV,Croatia,Europe,Burglary,Total,2006,193
HRV,Croatia,Europe,Burglary,Total,2007,20
HRV,Croatia,Europe,Burglary,Total,2008,0
HRV,Croatia,Europe,Burglary,Total,2009,4203
HRV,Croatia,Europe,Burglary,Total,2010,2
HRV,Croatia,Europe,Burglary,Total,2011,5
HRV,Croatia,Europe,Burglary,Total,2012,0
HRV,Croatia,Europe,Burglary,Total,2013,493
HRV,Croatia,Europe,Burglary,Total,2014,56
HRV,Croatia,Europe,Burglary,Total,2015,36
HRV,Croatia,Europe,Burglary,Total,2016,76
HRV,Croatia,Europe,Burglary,Total,2017,3
HRV,Croatia,Europe,Burglary,Total,2018,56
HRV,Croatia,Europe,Burglary,Total,2019,0
HRV,Croatia,Europe,Burglary,Total,2020,0
HRV,Croatia,Europe,Burglary,Total,2021,0
HRV,Croatia,Europe,Burglary,Total,2022,0
HRV,Croatia,Europe,Theft,Total,2003,27
HRV,Croatia,Europe,Theft,Total,2004,1904
HRV,Croatia,Europe,Theft,Total,2005,16
HRV,Croatia,Europe,Theft,Total,2006,17
HRV,Croatia,Europe,Theft,Total,2007,370
HRV,Croatia,Europe,Theft,Total,2008,0
HRV,Croatia,Europe,Theft,Total,2009,114
HRV,Croatia,Europe,Theft,Total,2010,1
HRV,Croatia,Europe,Theft,Total,2011,217
HRV,Croatia,Europe,Theft,Total,2012,825
HRV,Croatia,Europe,Theft,Total,2013,15
HRV,Croatia,Europe,Theft,Total,2014,7
HRV,Croatia,Europe,Theft,Total,2015,0
HRV,Croatia,Europe,Theft,Total,2016,3
HRV,Croatia,Europe,Theft,Total,2017,283
HRV,Croatia,Europe,Theft,Total,2018,3993
HRV,Croatia,Europe,Theft,Total,2019,1
HRV,Croatia,Europe,Theft,Total,2020,1
HRV,Croatia,Europe,Theft,Total,2021,4
HRV,Croatia,Europe,Theft,Total,2022,0
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2003,515
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2004,130
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2005,2
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2006,49
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2007,32
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2008,44
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2009,198
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2010,3
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2011,55
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2012,0
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2013,0
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2014,0
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2015,0
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2016,27
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2017,1
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2018,1811
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2019,12
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2020,0
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2021,55
HRV,Croatia,Europe,Theft: of a motorized vehicle,Total,2022,21
HRV,Croatia,Europe,Fraud,Total,2016,152
HRV,Croatia,Europe,Fraud,Total,2017,0
HRV,Croatia,Europe,Fraud,Total,2018,91
HRV,Croatia,Europe,Fraud,Total,2019,1
HRV,Croatia,Europe,Fraud,Total,2020,1
HRV,Croatia,Europe,Fraud,Total,2021,161
HRV,Croatia,Europe,Fraud,Total,2022,885
HRV,Croatia,Europe,Fraud: Cyber-related (Cy),Total,2016,13
HRV,Croatia,Europe,Fraud: Cyber-related (Cy),Total,2017,6
HRV,Croatia,Europe,Fraud: Cyber-related (Cy),Total,2018,0
HRV,Croatia,Europe,Fraud: Cyber-related (Cy),Total,2019,1
HRV,Croatia,Europe,Fraud: Cyber-related (Cy),Total,2020,0
HRV,Croatia,Europe,Fraud: Cyber-related (Cy),Total,2021,744
HRV,Croatia,Europe,Fraud: Cyber-related (Cy),Total,2022,4943
HRV,Croatia,Europe,Money laundering,Total,2016,7
HRV,Croatia,Europe,Money laundering,Total,2017,0
HRV,Croatia,Europe,Money laundering,Total,2018,2
HRV,Croatia,Europe,Money laundering,Total,2019,219
HRV,Croatia,Europe,Money laundering,Total,2020,3
HRV,Croatia,Europe,Money laundering,Total,2021,47
HRV,Croatia,Europe,Money laundering,Total,2022,0
HRV,Croatia,Europe,Unlawful access to a computer system,Total,2016,0
HRV,Croatia,Europe,Unlawful access to a computer system,Total,2017,465
HRV,Croatia,Europe,Unlawful access to a computer system,Total,2018,127
HRV,Croatia,Europe,Unlawful access to a computer system,Total,2019,3
HRV,Croatia,Europe,Unlawful access to a computer system,Total,2020,52
HRV,Croatia,Europe,Unlawful access to a computer system,Total,2021,44
HRV,Croatia,Europe,Unlawful access to a computer system,Total,2022,124
HRV,Croatia,Europe,Unlawful access to a computer system,Total,2023,221
HRV,Croatia,Europe,Unlawful interference with a computer system or computer data,Total,2016,2
HRV,Croatia,Europe,Unlawful interference with a computer system or computer data,Total,2017,59
HRV,Croatia,Europe,Unlawful interference with a computer system or computer data,Total,2018,0
HRV,Croatia,Europe,Unlawful interference with a computer system or computer data,Total,2019,1
HRV,Croatia,Europe,Unlawful interference with a computer system or computer data,Total,2020,0
HRV,Croatia,Europe,Unlawful interference with a computer system or computer data,Total,2021,0
HRV,Croatia,Europe,Unlawful interference with a computer system or computer data,Total,2022,16
HRV,Croatia,Europe,Unlawful interference with a computer system or computer data,Total,2023,1822
HRV,Croatia,Europe,Unlawful interception or access of computer data,Total,2016,0
HRV,Croatia,Europe,Unlawful interception or access of computer data,Total,2017,53
HRV,Croatia,Europe,Unlawful interception or access of computer data,Total,2018,10
HRV,Croatia,Europe,Unlawful interception or access of computer data,Total,2019,32
HRV,Croatia,Europe,Unlawful interception or access of computer data,Total,2020,0
HRV,Croatia,Europe,Unlawful interception or access of computer data,Total,2021,48
HRV,Croatia,Europe,Unlawful interception or access of computer data,Total,2022,110
HRV,Croatia,Europe,Unlawful interception or access of computer data,Total,2023,310
HRV,Croatia,Europe,Acts that cause environmental pollution or degradation,Total,2016,0
HRV,Croatia,Europe,Acts that cause environmental pollution or degradation,Total,2017,0
HRV,Croatia,Europe,Acts that cause environmental pollution or degradation,Total,2018,168
HRV,Croatia,Europe,Acts that cause environmental pollution or degradation,Total,2019,918
HRV,Croatia,Europe,Acts that cause environmental pollution or degradation,Total,2020,21
HRV,Croatia,Europe,Acts that cause environmental pollution or degradation,Total,2021,21
HRV,Croatia,Europe,Acts that cause environmental pollution or degradation,Total,2022,3
HRV,Croatia,Europe,Acts that cause environmental pollution or degradation,Total,2023,372
HRV,Croatia,Europe,Acts involving the movement of dumping of waste,Total,2016,6035
HRV,Croatia,Europe,Acts involving the movement of dumping of waste,Total,2017,0
HRV,Croatia,Europe,Acts involving the movement of dumping of waste,Total,2018,1
HRV,Croatia,Europe,Acts involving the movement of dumping of waste,Total,2019,28
HRV,Croatia,Europe,Acts involving the movement of dumping of waste,Total,2020,0
HRV,Croatia,Europe,Acts involving the movement of dumping of waste,Total,2021,0
HRV,Croatia,Europe,Acts involving the movement of dumping of waste,Total,2022,530
HRV,Croatia,Europe,Acts involving the movement of dumping of waste,Total,2023,126
HRV,Croatia,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2016,3
HRV,Croatia,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2017,2
HRV,Croatia,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2018,94
HRV,Croatia,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2019,31
HRV,Croatia,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2020,70
HRV,Croatia,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2021,9
HRV,Croatia,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2022,216
HRV,Croatia,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2023,3
HRV,Croatia,Europe,Acts that result in the depletion of degradation of natural resources,Total,2016,62
HRV,Croatia,Europe,Acts that result in the depletion of degradation of natural resources,Total,2017,0
HRV,Croatia,Europe,Acts that result in the depletion of degradation of natural resources,Total,2018,0
HRV,Croatia,Europe,Acts that result in the depletion of degradation of natural resources,Total,2019,20
HRV,Croatia,Europe,Acts that result in the depletion of degradation of natural resources,Total,2020,1819
HRV,Croatia,Europe,Acts that result in the depletion of degradation of natural resources,Total,2021,0
HRV,Croatia,Europe,Acts that result in the depletion of degradation of natural resources,Total,2022,3
HRV,Croatia,Europe,Acts that result in the depletion of degradation of natural resources,Total,2023,0
HRV,Croatia,Europe,Total,Female,2010,29
HRV,Croatia,Europe,Total,Male,2010,19
HRV,Croatia,Europe,Total,Total,2010,12
HRV,Croatia,Europe,Total,Total,2015,0
HRV,Croatia,Europe,Total,Total,2021,71
HUN,Hungary,Europe,Corruption,Total,2013,96
HUN,Hungary,Europe,Corruption,Total,2014,304
HUN,Hungary,Europe,Corruption,Total,2016,1
HUN,Hungary,Europe,Corruption,Total,2017,2
HUN,Hungary,Europe,Corruption,Total,2018,171
HUN,Hungary,Europe,Corruption,Total,2019,1157
HUN,Hungary,Europe,Corruption,Total,2020,14
HUN,Hungary,Europe,Corruption,Total,2021,11
HUN,Hungary,Europe,Corruption,Total,2022,0
HUN,Hungary,Europe,Corruption,Total,2023,0
HUN,Hungary,Europe,Corruption: Bribery,Total,2013,5
HUN,Hungary,Europe,Corruption: Bribery,Total,2014,401
HUN,Hungary,Europe,Corruption: Bribery,Total,2016,6450
HUN,Hungary,Europe,Corruption: Bribery,Total,2017,0
HUN,Hungary,Europe,Corruption: Bribery,Total,2018,3
HUN,Hungary,Europe,Corruption: Bribery,Total,2019,6333
HUN,Hungary,Europe,Corruption: Bribery,Total,2020,69
HUN,Hungary,Europe,Corruption: Bribery,Total,2021,0
HUN,Hungary,Europe,Corruption: Bribery,Total,2022,0
HUN,Hungary,Europe,Corruption: Bribery,Total,2023,460
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2013,98
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2014,2
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2016,3
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2017,169
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2018,13
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2019,17
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2020,63
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2021,21
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2022,277
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2023,1
HUN,Hungary,Europe,Smuggling of migrants,Total,2013,49
HUN,Hungary,Europe,Smuggling of migrants,Total,2014,0
HUN,Hungary,Europe,Smuggling of migrants,Total,2016,22
HUN,Hungary,Europe,Smuggling of migrants,Total,2017,2196
HUN,Hungary,Europe,Smuggling of migrants,Total,2018,0
HUN,Hungary,Europe,Smuggling of migrants,Total,2019,0
HUN,Hungary,Europe,Smuggling of migrants,Total,2020,6
HUN,Hungary,Europe,Smuggling of migrants,Total,2021,45
HUN,Hungary,Europe,Smuggling of migrants,Total,2022,25
HUN,Hungary,Europe,Smuggling of migrants,Total,2023,0
HUN,Hungary,Europe,Burglary,Total,2003,51
HUN,Hungary,Europe,Burglary,Total,2004,105
HUN,Hungary,Europe,Burglary,Total,2005,353
HUN,Hungary,Europe,Burglary,Total,2006,3
HUN,Hungary,Europe,Burglary,Total,2007,1
HUN,Hungary,Europe,Burglary,Total,2008,214
HUN,Hungary,Europe,Burglary,Total,2009,1500
HUN,Hungary,Europe,Burglary,Total,2010,23
HUN,Hungary,Europe,Burglary,Total,2011,12
HUN,Hungary,Europe,Burglary,Total,2012,15
HUN,Hungary,Europe,Burglary,Total,2013,474
HUN,Hungary,Europe,Burglary,Total,2014,5628
HUN,Hungary,Europe,Burglary,Total,2015,5759
HUN,Hungary,Europe,Theft,Total,2003,0
HUN,Hungary,Europe,Theft,Total,2004,0
HUN,Hungary,Europe,Theft,Total,2005,6
HUN,Hungary,Europe,Theft,Total,2006,566
HUN,Hungary,Europe,Theft,Total,2007,3
HUN,Hungary,Europe,Theft,Total,2008,0
HUN,Hungary,Europe,Theft,Total,2009,28
HUN,Hungary,Europe,Theft,Total,2010,410
HUN,Hungary,Europe,Theft,Total,2011,81
HUN,Hungary,Europe,Theft,Total,2012,3
HUN,Hungary,Europe,Theft,Total,2013,6
HUN,Hungary,Europe,Theft,Total,2014,353
HUN,Hungary,Europe,Theft,Total,2015,17
HUN,Hungary,Europe,Theft,Total,2016,1
HUN,Hungary,Europe,Theft,Total,2017,5
HUN,Hungary,Europe,Theft,Total,2018,385
HUN,Hungary,Europe,Theft,Total,2019,3
HUN,Hungary,Europe,Theft,Total,2020,77
HUN,Hungary,Europe,Theft,Total,2021,33
HUN,Hungary,Europe,Theft,Total,2022,62
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2003,1705
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2004,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2005,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2006,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2007,12
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2008,105
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2009,19
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2010,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2011,23
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2012,113
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2013,617
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2014,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2015,3
HUN,Hungary,Europe,Fraud,Total,2013,175
HUN,Hungary,Europe,Fraud,Total,2014,1360
HUN,Hungary,Europe,Fraud,Total,2015,9
HUN,Hungary,Europe,Fraud,Total,2016,12
HUN,Hungary,Europe,Fraud,Total,2017,0
HUN,Hungary,Europe,Fraud,Total,2018,14
HUN,Hungary,Europe,Fraud,Total,2019,515
HUN,Hungary,Europe,Fraud,Total,2020,6273
HUN,Hungary,Europe,Fraud,Total,2021,5722
HUN,Hungary,Europe,Fraud,Total,2022,1
HUN,Hungary,Europe,Money laundering,Total,2013,1352
HUN,Hungary,Europe,Money laundering,Total,2014,0
HUN,Hungary,Europe,Money laundering,Total,2015,1
HUN,Hungary,Europe,Money laundering,Total,2016,7
HUN,Hungary,Europe,Money laundering,Total,2017,3052
HUN,Hungary,Europe,Money laundering,Total,2018,8
HUN,Hungary,Europe,Money laundering,Total,2019,0
HUN,Hungary,Europe,Money laundering,Total,2020,0
HUN,Hungary,Europe,Money laundering,Total,2021,51
HUN,Hungary,Europe,Money laundering,Total,2022,350
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2016,93
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2017,0
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2018,6
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2019,314
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2020,14
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2021,1
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2022,7
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2023,424
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2016,13
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2017,91
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2018,0
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2019,0
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2020,56
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2021,32
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2022,1462
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2023,9
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2016,246
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2017,18
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2018,0
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2019,19
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2020,124
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2021,0
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2022,0
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2023,138
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2016,1481
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2017,5
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2018,5
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2019,2
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2020,13
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2021,914
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2022,4967
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2023,5275
HUN,Hungary,Europe,Corruption,Total,2013,1239
HUN,Hungary,Europe,Corruption,Total,2014,0
HUN,Hungary,Europe,Corruption,Total,2016,1
HUN,Hungary,Europe,Corruption,Total,2017,2
HUN,Hungary,Europe,Corruption,Total,2018,7
HUN,Hungary,Europe,Corruption,Total,2019,0
HUN,Hungary,Europe,Corruption,Total,2020,280
HUN,Hungary,Europe,Corruption,Total,2021,82
HUN,Hungary,Europe,Corruption,Total,2022,247
HUN,Hungary,Europe,Corruption,Total,2023,12
HUN,Hungary,Europe,Corruption: Bribery,Total,2013,86
HUN,Hungary,Europe,Corruption: Bribery,Total,2014,326
HUN,Hungary,Europe,Corruption: Bribery,Total,2016,9
HUN,Hungary,Europe,Corruption: Bribery,Total,2017,73
HUN,Hungary,Europe,Corruption: Bribery,Total,2018,0
HUN,Hungary,Europe,Corruption: Bribery,Total,2019,36
HUN,Hungary,Europe,Corruption: Bribery,Total,2020,33
HUN,Hungary,Europe,Corruption: Bribery,Total,2021,1574
HUN,Hungary,Europe,Corruption: Bribery,Total,2022,15
HUN,Hungary,Europe,Corruption: Bribery,Total,2023,194
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2013,38
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2014,0
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2016,23
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2017,104
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2018,1
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2019,3
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2020,151
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2021,2181
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2022,12
HUN,Hungary,Europe,Corruption: Other acts of corruption,Total,2023,3
HUN,Hungary,Europe,Smuggling of migrants,Total,2013,0
HUN,Hungary,Europe,Smuggling of migrants,Total,2014,1
HUN,Hungary,Europe,Smuggling of migrants,Total,2016,9
HUN,Hungary,Europe,Smuggling of migrants,Total,2017,907
HUN,Hungary,Europe,Smuggling of migrants,Total,2018,4868
HUN,Hungary,Europe,Smuggling of migrants,Total,2019,5054
HUN,Hungary,Europe,Smuggling of migrants,Total,2020,4231
HUN,Hungary,Europe,Smuggling of migrants,Total,2021,0
HUN,Hungary,Europe,Smuggling of migrants,Total,2022,0
HUN,Hungary,Europe,Smuggling of migrants,Total,2023,1
HUN,Hungary,Europe,Burglary,Total,2003,3742
HUN,Hungary,Europe,Burglary,Total,2004,105
HUN,Hungary,Europe,Burglary,Total,2005,0
HUN,Hungary,Europe,Burglary,Total,2006,210
HUN,Hungary,Europe,Burglary,Total,2007,65
HUN,Hungary,Europe,Burglary,Total,2008,2
HUN,Hungary,Europe,Burglary,Total,2009,436
HUN,Hungary,Europe,Burglary,Total,2010,75
HUN,Hungary,Europe,Burglary,Total,2011,49
HUN,Hungary,Europe,Burglary,Total,2012,205
HUN,Hungary,Europe,Burglary,Total,2013,343
HUN,Hungary,Europe,Burglary,Total,2014,12
HUN,Hungary,Europe,Burglary,Total,2015,87
HUN,Hungary,Europe,Theft,Total,2003,0
HUN,Hungary,Europe,Theft,Total,2004,0
HUN,Hungary,Europe,Theft,Total,2005,35
HUN,Hungary,Europe,Theft,Total,2006,149
HUN,Hungary,Europe,Theft,Total,2007,4
HUN,Hungary,Europe,Theft,Total,2008,0
HUN,Hungary,Europe,Theft,Total,2009,255
HUN,Hungary,Europe,Theft,Total,2010,0
HUN,Hungary,Europe,Theft,Total,2011,174
HUN,Hungary,Europe,Theft,Total,2012,0
HUN,Hungary,Europe,Theft,Total,2013,3
HUN,Hungary,Europe,Theft,Total,2014,0
HUN,Hungary,Europe,Theft,Total,2015,10
HUN,Hungary,Europe,Theft,Total,2016,18
HUN,Hungary,Europe,Theft,Total,2017,924
HUN,Hungary,Europe,Theft,Total,2018,10
HUN,Hungary,Europe,Theft,Total,2019,174
HUN,Hungary,Europe,Theft,Total,2020,3
HUN,Hungary,Europe,Theft,Total,2021,110
HUN,Hungary,Europe,Theft,Total,2022,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2003,52
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2004,132
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2005,20
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2006,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2007,151
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2008,133
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2009,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2010,143
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2011,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2012,11
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2013,0
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2014,11
HUN,Hungary,Europe,Theft: of a motorized vehicle,Total,2015,13
HUN,Hungary,Europe,Fraud,Total,2013,1152
HUN,Hungary,Europe,Fraud,Total,2014,4
HUN,Hungary,Europe,Fraud,Total,2015,176
HUN,Hungary,Europe,Fraud,Total,2016,17
HUN,Hungary,Europe,Fraud,Total,2017,135
HUN,Hungary,Europe,Fraud,Total,2018,0
HUN,Hungary,Europe,Fraud,Total,2019,0
HUN,Hungary,Europe,Fraud,Total,2020,47
HUN,Hungary,Europe,Fraud,Total,2021,5
HUN,Hungary,Europe,Fraud,Total,2022,1
HUN,Hungary,Europe,Money laundering,Total,2013,138
HUN,Hungary,Europe,Money laundering,Total,2014,5
HUN,Hungary,Europe,Money laundering,Total,2015,0
HUN,Hungary,Europe,Money laundering,Total,2016,0
HUN,Hungary,Europe,Money laundering,Total,2017,87
HUN,Hungary,Europe,Money laundering,Total,2018,72
HUN,Hungary,Europe,Money laundering,Total,2019,199
HUN,Hungary,Europe,Money laundering,Total,2020,395
HUN,Hungary,Europe,Money laundering,Total,2021,0
HUN,Hungary,Europe,Money laundering,Total,2022,6
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2016,72
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2017,128
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2018,0
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2019,0
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2020,6
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2021,23
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2022,0
HUN,Hungary,Europe,Acts that cause environmental pollution or degradation,Total,2023,30
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2016,10
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2017,77
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2018,135
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2019,16
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2020,504
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2021,1210
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2022,44
HUN,Hungary,Europe,Acts involving the movement of dumping of waste,Total,2023,5
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2016,208
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2017,2
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2018,156
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2019,0
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2020,0
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2021,736
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2022,151
HUN,Hungary,Europe,Trade or possession of protected or prohibited species of faune and flora,Total,2023,0
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2016,154
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2017,0
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2018,68
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2019,7
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2020,0
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2021,0
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2022,96
HUN,Hungary,Europe,Acts that result in the depletion of degradation of natural resources,Total,2023,112
HUN,Hungary,Europe,Total,Total,2016,231
HUN,Hungary,Europe,Total,Total,2021,451
IDN,Indonesia,Asia,Corruption,Total,2015,0
IDN,Indonesia,Asia,Corruption,Total,2016,312
IDN,Indonesia,Asia,Corruption,Total,2017,1
IDN,Indonesia,Asia,Corruption,Total,2018,63
IDN,Indonesia,Asia,Corruption,Total,2021,159
IDN,Indonesia,Asia,Corruption,Total,2022,0
IDN,Indonesia,Asia,Corruption: Bribery,Total,2021,0
IDN,Indonesia,Asia,Corruption: Bribery,Total,2022,12
IDN,Indonesia,Asia,Burglary,Total,2008,4
IDN,Indonesia,Asia,Burglary,Total,2009,0
IDN,Indonesia,Asia,Burglary,Total,2010,0
IDN,Indonesia,Asia,Burglary,Total,2011,42
IDN,Indonesia,Asia,Burglary,Total,2012,10
IDN,Indonesia,Asia,Burglary,Total,2013,116
